Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
16908,DS792-DP-L1,792,792,INF740K01QH2,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW MONTHLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,1000.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D792,,
21036,DS792-DR,792,792,INF740K01QH2,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,1000.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D792,,
21067,DS792-DR-L1,792,792,INF740K01QH2,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,1000.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D792,,
16282,DS793-DP,793,793,INF740K01QI0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,1000.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D793,,
16909,DS793-DP-L1,793,793,INF740K01QI0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,1000.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D793,,
21037,DS793-DR,793,793,INF740K01QI0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,1000.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D793,,
21068,DS793-DR-L1,793,793,INF740K01QI0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,1000.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D793,,
23082,DS794-DP,794,794,INF740KA1OY8,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D794,,
23103,DS794-DP-L1,794,794,INF740KA1OY8,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D794,,
23083,DS794-DR,794,794,INF740KA1OY8,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D794,,
23104,DS794-DR-L1,794,794,INF740KA1OY8,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D794,,
23084,DS795-DR,795,795,INF740KA1OX0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D795,,
23105,DS795-DR-L1,795,795,INF740KA1OX0,DSP_MF,DEBT,DIRECT,DSP STRATEGIC BOND FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D795,,
16243,DS798-GR,798,798,INF740K01QL4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,1000.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D798,,
16867,DS798-GR-L0,798,798,INF740K01QL4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - GROWTH,Y,DP,100.0,100.0,0.0,1.0,13:00:00,N,DP,0.001,0.001,0.0,100.0,0.0,1.0,13:00:00,CAMS,1,Z,N,N,N,N,L0,,1000.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D798,,
47599,DS798-GR-L0-S,798,798,DMY740K01QL4,DSP_MF,LIQUID,DIRECT,DSP BUSINESS CYCLE FUND - NFO AUTO SWITCH - DSP LIQUIDITY FUND - DIRECT PLAN - GROWTH,N,P,100.0,100.0,0.0,1.0,13:00:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,13:00:00,CAMS,1,Z,N,N,N,N,L0,,1000.0,Nov 26 2024,Dec  6 2024,N,0.0,N,0.0,D798,Nov 26 2024,
47598,DS798-GR-S,798,798,DMY740K01QL4,DSP_MF,LIQUID,DIRECT,DSP BUSINESS CYCLE FUND - NFO AUTO SWITCH - DSP LIQUIDITY FUND - DIRECT PLAN - GROWTH,N,P,100.0,100.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,T1,,1000.0,Nov 26 2024,Dec  6 2024,N,0.0,N,0.0,D798,Nov 26 2024,
23085,DS799-DP,799,799,INF740KA1OC4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D799,,
23106,DS799-DP-L0,799,799,INF740KA1OC4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,Y,P,100.0,100.0,0.0,1.0,13:00:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,13:00:00,CAMS,1,N,N,N,N,N,L0,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D799,,
23086,DS799-DR,799,799,INF740KA1OC4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D799,,
23107,DS799-DR-L0,799,799,INF740KA1OC4,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,13:00:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,13:00:00,CAMS,1,Y,N,N,N,N,L0,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D799,,
18520,DS80-DP,80,80,INF740K01FR4,DSP_MF,DEBT,NORMAL,DSP CREDIT RISK FUND - REGULAR PLAN - IDCW - WEEKLY PAYOUT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,Y,T1,,10.0,Dec  1 2016,Dec  1 2099,Y,0.0,N,0.0,D80,,
18521,DS80-DP-L1,80,80,INF740K01FR4,DSP_MF,DEBT,NORMAL,DSP CREDIT RISK FUND - REGULAR PLAN - IDCW - WEEKLY PAYOUT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec  1 2016,Dec  1 2099,Y,0.0,N,0.0,D80,,
25091,DS80-DR,80,80,INF740K01FR4,DSP_MF,DEBT,NORMAL,DSP CREDIT RISK FUND - REGULAR PLAN - IDCW - WEEKLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,Jan 16 2018,Jan 16 2099,N,0.0,N,0.0,D80,,
25092,DS80-DR-L1,80,80,INF740K01FR4,DSP_MF,DEBT,NORMAL,DSP CREDIT RISK FUND - REGULAR PLAN - IDCW - WEEKLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Jan 16 2018,Jan 16 2099,N,0.0,N,0.0,D80,,
23087,DS800-DR,800,800,INF740KA1OB6,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D800,,
23108,DS800-DR-L0,800,800,INF740KA1OB6,DSP_MF,LIQUID,DIRECT,DSP LIQUIDITY FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,P,500.0,500.0,0.0,1.0,13:00:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,13:00:00,CAMS,1,Y,N,N,N,N,L0,,1000.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D800,,
23088,DS801-DR,801,801,INF740KA1PB3,DSP_MF,DEBT,DIRECT,DSP SAVINGS FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D801,,
23109,DS801-DR-L0,801,801,INF740KA1PB3,DSP_MF,LIQUID,DIRECT,DSP TREASURY BILL FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,1000.0,1000.0,0.0,1.0,13:00:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,13:00:00,CAMS,1,Y,N,N,N,N,L0,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D801,,
25725,DS801-DR-L1,801,801,INF740KA1PB3,DSP_MF,DEBT,DIRECT,DSP SAVINGS FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Apr  9 2018,Apr  9 2099,N,0.0,N,0.0,D801,,
16244,DS802-GR,802,802,INF740K01ZW2,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D802,,
20139,DS802-GR-L1,802,802,INF740K01ZW2,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D802,,
23089,DS803-DR,803,803,INF740KA1OF7,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D803,,
23110,DS803-DR-L1,803,803,INF740KA1OF7,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D803,,
23090,DS804-DP,804,804,INF740KA1OG5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D804,,
23111,DS804-DP-L1,804,804,INF740KA1OG5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D804,,
23091,DS804-DR,804,804,INF740KA1OG5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D804,,
23112,DS804-DR-L1,804,804,INF740KA1OG5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D804,,
16283,DS806-DP,806,806,INF740K01ZX0,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D806,,
20140,DS806-DP-L1,806,806,INF740K01ZX0,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D806,,
21038,DS806-DR,806,806,INF740K01ZX0,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D806,,
21069,DS806-DR-L1,806,806,INF740K01ZX0,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D806,,
16284,DS808-DP,808,808,INF740K01ZZ5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D808,,
20142,DS808-DP-L1,808,808,INF740K01ZZ5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D808,,
21039,DS808-DR,808,808,INF740K01ZZ5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D808,,
21070,DS808-DR-L1,808,808,INF740K01ZZ5,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D808,,
16285,DS810-DP,810,810,INF740K01A18,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D810,,
20144,DS810-DP-L1,810,810,INF740K01A18,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D810,,
21040,DS810-DR,810,810,INF740K01A18,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D810,,
21071,DS810-DR-L1,810,810,INF740K01A18,DSP_MF,DEBT,DIRECT,DSP BANKING AND PSU DEBT FUND - DIR - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D810,,
16245,DS812-GR,812,812,INF740K01K81,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D812,,
20146,DS812-GR-L1,812,812,INF740K01K81,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D812,,
16286,DS813-DP,813,813,INF740K01K99,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - IDCW MONTHLY PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D813,,
20147,DS813-DP-L1,813,813,INF740K01K99,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - IDCW MONTHLY PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D813,,
21041,DS813-DR,813,813,INF740K01K99,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - MONTHLY - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D813,,
21072,DS813-DR-L1,813,813,INF740K01K99,DSP_MF,EQUITY,DIRECT,DSP DYNAMIC ASSET ALLOCATION FUND - DIR - MONTHLY - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D813,,
16246,DS815-GR,815,815,INF740K01Z50,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D815,,
20149,DS815-GR-L1,815,815,INF740K01Z50,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D815,,
16287,DS816-DP,816,816,INF740K01Z68,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D816,,
20150,DS816-DP-L1,816,816,INF740K01Z68,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D816,,
21042,DS816-DR,816,816,INF740K01Z68,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D816,,
21073,DS816-DR-L1,816,816,INF740K01Z68,DSP_MF,FOF,DIRECT,DSP INCOME PLUS ARBITRAGE OMNI FOF - DIR - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D816,,
16247,DS820-GR,820,820,INF740K019I5,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D820,,
20152,DS820-GR-L1,820,820,INF740K019I5,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D820,,
