Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
19033,MCD1-DR-L1,MCD1,MCD1R,INF846K01EG5,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCD1,,
7208,MCDG-GR,MCDG,MCDGG,INF846K01EH3,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCDG,,
19034,MCDG-GR-L1,MCDG,MCDGG,INF846K01EH3,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCDG,,
7211,STDM-DP,STDM,STDMD,INF846K01EJ9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDM,,
19061,STDM-DP-L1,STDM,STDMD,INF846K01EJ9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDM,,
7210,STDM-DR,STDM,STDMR,INF846K01EK7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDM,,
19060,STDM-DR-L1,STDM,STDMR,INF846K01EK7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDM,,
7213,STDW-DP,STDW,STDWD,INF846K01EL5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDW,,
19063,STDW-DP-L1,STDW,STDWD,INF846K01EL5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDW,,
7212,STDW-DR,STDW,STDWR,INF846K01EM3,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDW,,
19062,STDW-DR-L1,STDW,STDWR,INF846K01EM3,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS SHORT DURATION FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128STDW,,
9303,STRB-GR,STRB,STRBB,INF846K01NS1,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS SHORT TERM FUND REGULAR BONUS,N,DP,5000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,N,N,Y,Y,T1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128STRB,,
9304,STRB-GR-L1,STRB,STRBB,INF846K01NS1,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS SHORT TERM FUND REGULAR BONUS,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,N,N,N,N,L1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128STRB,,
7214,TADG-GR,TADG,TADGG,INF846K01EN1,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADG,,
19035,TADG-GR-L1,TADG,TADGG,INF846K01EN1,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADG,,
7216,TADM-DP,TADM,TADMD,INF846K01EO9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADM,,
19037,TADM-DP-L1,TADM,TADMD,INF846K01EO9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADM,,
7215,TADM-DR,TADM,TADMR,INF846K01EP6,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADM,,
19036,TADM-DR-L1,TADM,TADMR,INF846K01EP6,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADM,,
7217,TADR-DR,TADR,TADRR,INF846K01EQ4,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADR,,
19038,TADR-DR-L1,TADR,TADRR,INF846K01EQ4,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADR,,
7219,TADW-DP,TADW,TADWD,INF846K01ER2,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADW,,
19040,TADW-DP-L1,TADW,TADWD,INF846K01ER2,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADW,,
7218,TADW-DR,TADW,TADWR,INF846K01ES0,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADW,,
19039,TADW-DR-L1,TADW,TADWR,INF846K01ES0,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS TREASURY ADVANTAGE FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,1000.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TADW,,
9305,TARB-GR,TARB,TARBB,INF846K01NR3,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS TREASURY ADVANTAGE FUND REGULAR BONUS,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,N,N,Y,Y,T1,,1000.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128TARB,,
9306,TARB-GR-L1,TARB,TARBB,INF846K01NR3,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS TREASURY ADVANTAGE FUND REGULAR BONUS,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,N,N,N,N,L1,,1000.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128TARB,,
7220,TPD1-DP,TPD1,TPD1D,INF846K01ET8,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT MONTHLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPD1,,
19041,TPD1-DP-L1,TPD1,TPD1D,INF846K01ET8,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT MONTHLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPD1,,
7221,TPD1-DR,TPD1,TPD1R,INF846K01EU6,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT MONTHLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPD1,,
19042,TPD1-DR-L1,TPD1,TPD1R,INF846K01EU6,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT MONTHLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPD1,,
7222,TPDG-GR,TPDG,TPDGG,INF846K01EV4,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPDG,,
19043,TPDG-GR-L1,TPDG,TPDGG,INF846K01EV4,AXISMUTUALFUND_MF,Equity,DIRECT,AXIS MULTI ASSET ALLOCATION FUND - DIRECT GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TPDG,,
7224,TSD1-DP,TSD1,TSD1D,INF846K01EX0,AXISMUTUALFUND_MF,ELSS,DIRECT,AXIS ELSS TAX SAVER FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,500.0,500.0,0.0,500.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TSD1,,
19044,TSD1-DP-L1,TSD1,TSD1D,INF846K01EX0,AXISMUTUALFUND_MF,ELSS,DIRECT,AXIS ELSS TAX SAVER FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,500.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TSD1,,
7223,TSD1-DR,TSD1,TSD1DR,INF846K01EY8,AXISMUTUALFUND_MF,ELSS,DIRECT,AXIS ELSS TAX SAVER FUND - DIRECT IDCW REINVESTMENT,N,DP,1.0,1.0,0.0,500.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,N,N,N,Y,T2,,10.0,Dec  9 2013,Dec  7 2099,N,0.0,N,0.0,128TSD1,,
7225,TSDG-GR,TSDG,TSDGG,INF846K01EW2,AXISMUTUALFUND_MF,ELSS,DIRECT,AXIS ELSS TAX SAVER FUND - DIRECT GROWTH,Y,DP,500.0,500.0,0.0,500.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TSDG,,
19045,TSDG-GR-L1,TSDG,TSDGG,INF846K01EW2,AXISMUTUALFUND_MF,ELSS,DIRECT,AXIS ELSS TAX SAVER FUND - DIRECT GROWTH,Y,DP,200000.0,200000.0,0.0,500.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128TSDG,,
9657,DDB-GR,DDB,DDB,INF579M01274,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND - DIRECT PLAN- BONUS,N,DP,1.0,1.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Z,N,N,N,Y,T1,,10.0,May 13 2014,May 13 2099,Y,0.0,N,0.0,IFDDB,,
9660,DDDH-DP,DDDH,DDDH,INF579M01308,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND - DIRECT PLAN - IDCW PAYOUT- HALF YEARLY,N,DP,1.0,1.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,N,N,N,Y,T1,,10.0,May 13 2014,May 13 2099,Y,0.0,N,0.0,IFDDDH,,
9658,DDDM-DP,DDDM,DDDM,INF579M01282,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND - DIRECT PLAN - IDCW PAYOUT- MONTHLY,N,DP,1.0,1.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,N,N,N,Y,T1,,10.0,May 13 2014,May 13 2099,Y,0.0,N,0.0,IFDDDM,,
9659,DDDQ-DP,DDDQ,DDDQ,INF579M01290,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN IDCW PAYOUT- QUARTERLY,Y,DP,10000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDDQ,,
17629,DDDQ-DP-L1,DDDQ,DDDQ,INF579M01290,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN IDCW PAYOUT- QUARTERLY,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDDQ,,
9663,DDDRH-DR,DDDRH,DDDRH,INF579M01332,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND - DIRECT PLAN - IDCW REINVESTMENT - HALF YEARLY,N,DP,1.0,1.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,May 13 2014,May 13 2099,Y,0.0,N,0.0,IFDDDRH,,
9661,DDDRM-DR,DDDRM,DDDRM,INF579M01316,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND - DIRECT PLAN - IDCW REINVESTMENT- MONTHLY,N,DP,1.0,1.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,May 13 2014,May 13 2099,Y,0.0,N,0.0,IFDDDRM,,
9662,DDDRQ-DR,DDDRQ,DDDRQ,INF579M01324,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN IDCW REINVESTMENT QUARTERLY,Y,DP,10000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDDRQ,,
17630,DDDRQ-DR-L1,DDDRQ,DDDRQ,INF579M01324,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN IDCW REINVESTMENT QUARTERLY,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDDRQ,,
9656,DDG-GR,DDG,DDG,INF579M01266,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN- GROWTH,Y,DP,10000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDG,,
17631,DDG-GR-L1,DDG,DDG,INF579M01266,360_ONE_MUTUALFUND_MF,DEBT,DIRECT,360 ONE DYNAMIC BOND FUND DIRECT PLAN- GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFDDG,,
11446,IFDOIDD-DP,DOIDD,DOIDD,INF579M01126,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE DIVIDEND OPPORTUNITIES INDEX FUND - DIRECT PLAN - IDCW PAYOUT,N,DP,1.0,1.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,N,N,N,N,T3,,10.0,Oct 13 2014,Oct 13 2099,N,0.0,N,0.0,IFDOIDD,,
11445,IFDOIGD-GR,DOIGD,DOIGD,INF579M01118,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE DIVIDEND OPPORTUNITIES INDEX FUND - DIRECT PLAN- GROWTH,N,DP,1.0,1.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Z,N,N,N,N,T3,,10.0,Oct 13 2014,Oct 13 2099,N,0.0,N,0.0,IFDOIGD,,
11447,IFDOIRD-DR,DOIRD,DOIRD,INF579M01134,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE DIVIDEND OPPORTUNITIES INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT,N,DP,1.0,1.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Y,N,N,N,N,T3,,10.0,Oct 13 2014,Oct 13 2099,N,0.0,N,0.0,IFDOIRD,,
11628,IFIGDDP-DP,IGDDP,IGDDP,INF579M01910,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- IDCW PAYOUT,Y,DP,1000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDDP,,
17632,IFIGDDP-DP-L1,IGDDP,IGDDP,INF579M01910,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDDP,,
11630,IFIGDDR-DR,IGDDR,IGDDR,INF579M01928,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- IDCW REINVESTMENT,Y,DP,1000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDDR,,
17633,IFIGDDR-DR-L1,IGDDR,IGDDR,INF579M01928,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDDR,,
11627,IFIGDG-GR,IGDG,IGDG,INF579M01902,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- GROWTH,Y,DP,1000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDG,,
17634,IFIGDG-GR-L1,IGDG,IGDG,INF579M01902,360_ONE_MUTUALFUND_MF,EQUITY,DIRECT,360 ONE FOCUSED FUND DIRECT PLAN- GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,0.01,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Nov 10 2016,Nov 10 2099,N,0.0,N,0.0,IFIGDG,,
11375,IFIGRDP-DP,IGRDP,IGRDP,INF579M01886,360_ONE_MUTUALFUND_MF,EQUITY,NORMAL,360 ONE FOCUSED FUND REGULAR PLAN- IDCW PAYOUT,Y,DP,1000.0,1000.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,1000.0,0.0,0.01,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Oct  8 2014,Dec 31 2049,N,0.0,N,0.0,IFIGRDP,,
